,idx,beta,pval,cilb,ciub,i2,tau2,symbol
ENSG00000197937.11,21666,-0.533290680684344,3.06167283763049e-05,-0.784015832973361,-0.282565528395327,98.1811584672582,0.347452274733694,ZNF347
ENSG00000164620.7,47088,0.820062374005084,3.66232554140428e-05,0.430681022403324,1.20944372560684,97.5649317816149,0.81614412454728,RELL2
ENSG00000128050.7,31685,0.650154726110659,3.92458968219413e-05,0.340252338030904,0.960057114190414,99.3266961516263,0.558072678240959,PAICS
ENSG00000206013.2,40074,1.94954949951396,4.53216146288628e-05,1.01268056540747,2.88641843362045,88.5833289106798,3.98420267474766,IFITM5
ENSG00000144031.10,30301,-0.992190556267237,4.66495333555766e-05,-1.46978123253298,-0.514599880001492,98.0974806762115,1.25545695785521,ANKRD53
ENSG00000181035.12,7093,-0.770353533323713,6.17707262124435e-05,-1.1472599051807,-0.393447161466728,98.8247261341421,0.790474311341458,SLC25A42
ENSG00000196670.12,39209,0.355100717356002,6.8147325336614e-05,0.180347141976271,0.529854292735733,97.4580520992611,0.166040199672856,ZFP62
ENSG00000064545.13,55822,0.402053841076644,7.41336741248741e-05,0.203192406917327,0.600915275235961,98.101486336203,0.226608353868174,TMEM161A
ENSG00000065600.11,8385,0.760829975531234,8.79433480586542e-05,0.380582383518658,1.14107756754381,98.9955130969708,0.803988177150724,TMEM206
ENSG00000183527.10,48752,0.385627072869873,9.28934982047767e-05,0.192246870915239,0.579007274824507,97.6207709751922,0.205446189850923,PSMG1
ENSG00000118454.11,26136,-0.223864621063033,0.000115197224945142,-0.337648863831315,-0.110080378294752,97.1284235639992,0.0718796001783583,ANKRD13C
ENSG00000172159.14,30069,-1.18478945510574,0.000150244702993511,-1.79738510325691,-0.572193806954563,99.0692271455521,2.12447209010181,FRMD3
ENSG00000168876.7,5874,0.222435413399937,0.000340365846396929,0.100741197304087,0.344129629495788,94.516091079214,0.0731456714470343,ANKRD49
ENSG00000152601.16,7876,-0.395473279154492,0.000382406163847396,-0.613695997442847,-0.177250560866137,98.2137945414229,0.258808937264684,MBNL1
ENSG00000176055.9,55709,-0.371875129631347,0.000472283012847241,-0.580359451981938,-0.163390807280757,96.7503742650043,0.233770315509287,MBLAC2
ENSG00000132323.7,31101,0.177660046433144,0.000576717004046108,0.0765056379909611,0.278814454875327,94.0878793682256,0.0507883458813,ILKAP
ENSG00000072210.17,7048,-0.663740697677863,0.000581703772281773,-1.04191105527834,-0.285570340077388,99.006927323952,0.800831593601593,ALDH3A2
ENSG00000165113.11,8418,-0.416685523981157,0.000601891749508135,-0.654734382116865,-0.178636665845449,97.4587099463,0.297446163419566,GKAP1
ENSG00000141556.19,32672,0.227074780162565,0.000688464401716836,0.0959489547887408,0.358200605536388,96.5123128467891,0.0930543263590969,TBCD
ENSG00000110900.13,23380,-0.750831535026706,0.000771536844456889,-1.18844268189985,-0.31322038815356,96.8617141343715,1.04056309602409,TSPAN11
ENSG00000091039.15,47294,-0.239889198555651,0.000933900056370949,-0.381947883850164,-0.0978305132611375,93.048514875458,0.10279925088696,OSBPL8
ENSG00000131482.8,58885,-2.34438448457143,0.00106079403879507,-3.74788759305962,-0.940881376083251,97.3743666262644,10.5164255338234,G6PC
ENSG00000157005.3,18935,-2.67422563620766,0.00109988589001781,-4.28021669955926,-1.06823457285606,97.2720467786614,14.028600168686,SST
ENSG00000125848.9,28230,-1.12646268490862,0.00126204110267754,-1.8111715622816,-0.441753807535633,98.6216398193606,2.61228632142951,FLRT3
ENSG00000139624.11,31456,0.317597624625277,0.00137604492401194,0.123050111378335,0.51214513787222,98.6967161767157,0.215100585860173,CERS5
ENSG00000130538.4,10521,0.0257788320293874,0.00154207568893345,0.00982328412868125,0.0417343799300935,96.2230208089835,0.000719208333109402,OR11H1
ENSG00000135108.13,23733,-0.318842060337574,0.00164943441685238,-0.517416861723744,-0.120267258951403,97.8837948128236,0.215678699613552,FBXO21
ENSG00000105829.10,37379,0.249873159704836,0.00177744151359354,0.0931606477466807,0.40658567166299,96.7074960731365,0.132778749370608,BET1
ENSG00000100461.16,12770,-0.129942379308781,0.00218099892191386,-0.213052144536791,-0.0468326140807704,95.5882133772416,0.0357068792823599,RBM23
ENSG00000058668.13,4116,-0.559492431927619,0.00253671180989807,-0.922729043470967,-0.196255820384271,98.0054873378425,0.689276386708539,ATP2B4
ENSG00000173692.11,7856,0.165928489732879,0.00257342892809159,0.0580478480063183,0.273809131459439,95.8168976775249,0.0596577785241526,PSMD1
ENSG00000187033.8,56604,0.798304343295987,0.00303347182724335,0.270478456767828,1.32613022982415,87.5716791137487,1.20965582192656,SAMD7
ENSG00000145949.9,33970,-0.403759312043561,0.00318190682139237,-0.672051635889871,-0.135466988197252,95.4070279319649,0.373793896975347,MYLK4
ENSG00000102189.15,28510,-0.245275995387546,0.003213264931451,-0.408426094193934,-0.0821258965811583,95.3552591240145,0.140705713477634,EEA1
ENSG00000112499.11,6739,-1.55764840781198,0.00340470114724219,-2.60009656645231,-0.515200249171655,96.0597557154501,5.64217550274167,SLC22A2
ENSG00000173706.11,53853,-0.549185182647104,0.00341339626073051,-0.916824077469522,-0.181546287824686,97.9336090914695,0.7502263770493,HEG1
ENSG00000255223.3,38635,1.21423708187584,0.00342646577056195,0.401065004320552,2.02740915943112,99.1068900590927,3.64657504857516,OR5M11
ENSG00000124019.9,14984,-0.63844453660763,0.0035663905691784,-1.0678393839019,-0.209049689313358,96.2949504610647,1.00148314149206,FAM124B
ENSG00000104823.7,6303,-0.398762161092012,0.00371377351491029,-0.668125833382227,-0.129398488801798,98.46287914163,0.413178036901104,ECH1
ENSG00000198841.3,40575,0.175458412518294,0.00581629159347045,0.0507677390066852,0.300149086029902,96.188838724253,0.0845037124846038,KTI12
ENSG00000102452.14,31093,-0.912287884425027,0.00630264229206601,-1.56686664149205,-0.257709127358005,97.8525504133286,2.38484738751447,NALCN
ENSG00000150656.13,11673,-1.27547822896721,0.00655501266173287,-2.19501438010048,-0.355942077833937,97.6128312596419,4.61509888640771,CNDP1
ENSG00000105851.9,19913,-0.550271704664629,0.00771869500376179,-0.95509855327867,-0.145444856050587,96.4167770652619,0.888400079633429,PIK3CG
ENSG00000177694.13,2967,-0.521007559901624,0.00791953177022531,-0.905554060872737,-0.13646105893051,98.440301110816,0.810092460493315,NAALADL2
ENSG00000137106.16,47827,-0.448758563306331,0.00793206494673408,-0.780045896383267,-0.117471230229395,99.1385267591632,0.638534198126442,GRHPR
ENSG00000133026.11,31148,-0.535824443042519,0.00815671288990942,-0.932797193165114,-0.138851692919925,98.568442152445,0.861572061454624,MYH10
ENSG00000080824.17,44193,0.267111608313315,0.00816923370701103,0.0691795491914174,0.465043667435213,97.8183847463637,0.221374078685775,HSP90AA1
ENSG00000139567.11,27133,-0.693324029580117,0.0101523181371558,-1.22195210679132,-0.164695952368917,99.2332291534528,1.60385733267247,ACVRL1
ENSG00000206075.12,17516,1.71554429932409,0.0102696697164194,0.405489763267691,3.02559883538049,97.5297700857973,9.18356300728049,SERPINB5
ENSG00000114757.17,52162,-0.810304175484525,0.0122980494877243,-1.44468927273237,-0.17591907823668,96.9202287159478,2.15514289193319,PEX5L
ENSG00000177599.11,35203,-0.457240291262811,0.0126042051355308,-0.816462902805282,-0.0980176797203401,98.2305601840443,0.714915432415577,ZNF491
ENSG00000134905.15,9046,0.216119434955583,0.0128748862627105,0.0458137237390036,0.386425146172162,97.7814925625417,0.162267001879305,CARS2
ENSG00000204604.8,42705,0.347072548322064,0.0156446097607218,0.0656406740700211,0.628504422574107,98.0113253573269,0.430646315626128,ZNF468
ENSG00000141194.5,4741,0.234437158005338,0.0165388545064298,0.0427282179144125,0.426146098096264,65.8644045457099,0.105571195474114,OR4D1
ENSG00000213694.3,43955,-0.647639483529369,0.0198393028530825,-1.19257150876008,-0.102707458298657,98.6261978125902,1.70440511592232,C9orf47
ENSG00000056487.14,17446,-1.22201046639944,0.0200104108996594,-2.25164906147625,-0.192371871322632,98.516373262317,5.94068272070416,PHF21B
ENSG00000117115.11,20632,-0.859394396297445,0.0226594966260689,-1.59844132638968,-0.120347466205208,98.0450316446253,3.06701429110348,PADI2
ENSG00000090487.9,46971,0.137485086472048,0.0240793208859959,0.0180336726032984,0.256936500340797,96.7408972707462,0.0770257260738025,SPG21
ENSG00000182957.14,29122,-0.357961049515246,0.0245809106903844,-0.670066863232058,-0.0458552357984345,98.4340944024026,0.533026785329751,SPATA13
ENSG00000119900.7,41417,-0.324913046288371,0.0318833094159271,-0.62167739403704,-0.0281486985397021,98.1005817393719,0.49511984733201,OGFRL1
ENSG00000116791.12,6921,-0.309866845669246,0.0321737570701825,-0.593367474459282,-0.0263662168792102,98.0839913687207,0.441287554573881,CRYZ
ENSG00000171962.16,36968,-0.345151130427018,0.0329722284662929,-0.662388529546161,-0.0279137313078747,97.9900804306278,0.553384080499975,DRC3
ENSG00000128045.6,20865,-1.05686382012213,0.0362696175922921,-2.04612935825832,-0.0675982819859435,99.0419120503768,5.72506579758646,RASL11B
ENSG00000145384.3,27550,-1.12366231862284,0.039072898445078,-2.19098716831541,-0.056337468930276,93.5258970611251,5.33020945527948,FABP2
ENSG00000137845.13,38529,0.184531120646448,0.0390776670890049,0.00924763723447822,0.359814604058417,97.4668897530064,0.164586067864207,ADAM10
ENSG00000139173.8,30996,0.330781278460352,0.0428990830010241,0.0105747239283277,0.650987832992377,98.8002622922802,0.58119623989863,TMEM117
ENSG00000129128.11,25163,-0.123584709100453,0.0437953753294782,-0.243731679724126,-0.00343773847677933,96.0074723376972,0.0782323136370207,SPCS3
ENSG00000118707.8,25000,0.358842909252966,0.0439646510506305,0.00970196638675536,0.707983852119177,99.1403577933256,0.707373547540687,TGIF2
ENSG00000137098.12,55792,-0.332991555902945,0.0459574553090807,-0.660006656410988,-0.00597645539490177,96.6638643255655,0.572437279181336,SPAG8
ENSG00000186930.4,35998,0.00358074103456629,0.0462857903264913,5.89616983613173e-05,0.00710252037077125,9.26398388870756,5.47267753308542e-06,KRTAP6-2
ENSG00000147872.8,51413,-0.624365371976196,0.0462900569855889,-1.23846173312925,-0.0102690108231446,99.1070318501609,2.17128863471146,PLIN2
ENSG00000171587.13,22607,-0.803431298686603,0.0465095121553682,-1.59444200319585,-0.0124205941773552,94.6311773142207,3.2149534365659,DSCAM
ENSG00000188596.8,55878,-0.508809685808274,0.0486945374684242,-1.01470459554147,-0.00291477607507507,97.5661034588738,1.36942385796876,CFAP54
ENSG00000126814.6,3990,0.124234215282769,0.0538673039290388,-0.00206607093172001,0.250534501497257,97.6088597278552,0.0900382719498612,TRMT5
ENSG00000123609.9,11767,0.339844326852824,0.0598174689167371,-0.0140527469727583,0.693741400678407,98.9844432050066,0.724357534544472,NMI
ENSG00000128294.14,35856,-0.303442062262201,0.0618315935832123,-0.621907952226912,0.0150238277025108,98.6106111595574,0.560969296494739,TPST2
ENSG00000167964.11,17388,0.751352450316185,0.0709158276021602,-0.0640465691847423,1.56675146981711,99.0025298780021,3.82008963762021,RAB26
ENSG00000155229.19,45873,0.146314169441028,0.0771036545811739,-0.0159097997489468,0.308538138631003,98.4904719580983,0.148859106094411,MMS19
ENSG00000197977.3,51657,0.496118619219719,0.0784877219858984,-0.0565148983542087,1.04875213679365,96.3368309553251,1.629219619703,ELOVL2
ENSG00000166233.11,50231,-0.0732843179216134,0.0822986681894121,-0.155951650166042,0.00938301432281533,94.1443089207503,0.0345942370792933,ARIH1
ENSG00000212916.4,38836,-0.406285688594407,0.0850417132197987,-0.868674964951843,0.0561035877630294,98.2850401225132,1.2120528169971,MAP10
ENSG00000231256.6,37649,-0.739848358996743,0.0856232385479496,-1.58343021689067,0.103733498897188,93.8154190248344,3.60171893730532,C17orf105
ENSG00000072134.14,46341,-0.149288506794729,0.0949561698411998,-0.324517662161606,0.0259406485721478,97.330314144428,0.154314844413248,EPN2
ENSG00000149742.8,8144,-1.05200389142132,0.099239241827202,-2.30273087688147,0.198723094038829,96.1579090363238,7.89593865743292,SLC22A9
ENSG00000146276.10,26300,0.969196333536635,0.102282111835029,-0.193422205255911,2.13181487232918,94.7665751235143,6.84377599030277,GABRR1
ENSG00000137496.16,2041,0.227554942606597,0.10780307717777,-0.049782642460803,0.504892527673997,96.7992618851324,0.428335317710546,IL18BP
ENSG00000117533.13,28176,-0.13832954217905,0.114607292727341,-0.310162301075404,0.033503216717304,98.0749636969125,0.165740831584068,VAMP4
ENSG00000105679.7,44339,0.802179455299939,0.116193019022951,-0.198640100363496,1.80299901096337,92.222161211461,4.93651593204972,GAPDHS
ENSG00000198018.6,10148,0.263275308794448,0.121362948498765,-0.0698325736923719,0.596383191281267,98.1570742978206,0.616968985459747,ENTPD7
ENSG00000146926.9,43805,-0.920976264090124,0.124266499795159,-2.09531050754041,0.253357979360163,96.4855833456741,6.86617642675246,ASB10
ENSG00000133226.15,22112,-0.0774117141618645,0.127584900863269,-0.176988180899086,0.0221647525753571,94.6874724541539,0.0501092299968424,SRRM1
ENSG00000077327.14,57918,-0.872346308349944,0.132497388349471,-2.00891317247388,0.264220555773994,97.4090527517709,6.88315112620197,SPAG6
ENSG00000197816.12,9725,-0.292307896807799,0.148486010630779,-0.688814920505993,0.104199126890395,96.0300561075315,0.834808155339094,CCDC180
ENSG00000183779.6,49155,0.247070436176218,0.151219389146345,-0.0903295460793684,0.584470418431805,96.8931969247695,0.587263911091224,ZNF703
ENSG00000136631.11,878,0.135089694387912,0.157266766024028,-0.052116998178705,0.322296386954529,99.0655628904292,0.200632212841467,VPS45
ENSG00000104112.7,7964,-0.845338569317097,0.176819299871491,-2.07206497888523,0.381387840251031,98.9115205764798,8.37606335526027,SCG3
ENSG00000279514.1,26282,0.000443180117963971,0.186075645692898,-0.000213729524543718,0.00110008976047166,7.07675938163192,1.8012022017225e-07,OR4C16
ENSG00000104635.12,54584,-0.266099332156136,0.238960600932247,-0.708991735553381,0.176793071241108,98.8286239598024,1.0837089553592,SLC39A14
ENSG00000254901.6,48167,0.0832175135700227,0.247400942230629,-0.0577917342807553,0.224226761420801,95.7886702204257,0.107783337828255,BORCS8
ENSG00000145248.6,37710,0.460737962678901,0.251026095622785,-0.325968868422371,1.24744479378017,96.9502212785187,3.33020597168313,SLC10A4
ENSG00000120437.8,53566,-0.218499724390097,0.254448300095706,-0.594287164044744,0.15728771526455,99.0933414591886,0.796892285685465,ACAT2
ENSG00000120322.3,43538,0.264452685898111,0.279514741255107,-0.214845363154313,0.743750734950535,94.709788914314,1.13820196588091,PCDHB8
ENSG00000100577.17,51583,-0.253022480164189,0.284152507990552,-0.716045377157432,0.210000416829053,99.2867593769474,1.25716314096083,GSTZ1
ENSG00000151366.11,30422,-0.107086217919785,0.285013934427192,-0.303401322231391,0.0892288863918209,97.1634904918362,0.217971339681788,NDUFC2
ENSG00000142197.11,48990,0.171462351763056,0.285948355213334,-0.14348015728263,0.486404860808741,98.4964595279048,0.562746032295211,DOPEY2
ENSG00000137497.16,45215,-0.0869285522586342,0.303250331167821,-0.252425189244689,0.0785680847274207,96.2951257671123,0.145779782855805,NUMA1
ENSG00000172375.11,18748,-0.129650414732581,0.325018367493169,-0.387840583496532,0.128539754031371,98.4602956177589,0.376303482945432,C2CD2L
ENSG00000187173.3,18498,-0.508365877217738,0.328421260439228,-1.52788911615961,0.511157361724139,99.2758390741246,5.65092254695901,LCE2A
ENSG00000113593.10,8033,0.0638808335675149,0.330478966683597,-0.0647778392217743,0.192539506356804,96.5619094911943,0.086588649421208,PPWD1
ENSG00000117450.12,26937,0.130074794481491,0.333795063911535,-0.133704252430957,0.393853841393939,98.6732731034169,0.401424913822706,PRDX1
ENSG00000176454.12,7440,0.209203998808916,0.336209966491538,-0.217166476982823,0.635574474600655,99.2396057669129,1.04597814406506,LPCAT4
ENSG00000138175.8,10966,-0.113727315501216,0.336836116650524,-0.345811052541752,0.118356421539321,98.4520135084866,0.305907162388774,ARL3
ENSG00000155380.10,40115,0.239745151927044,0.353056561190466,-0.266234773561979,0.745725077416067,98.4036028171601,1.44675321051393,SLC16A1
ENSG00000125170.9,28167,-0.166995860813273,0.37212172540424,-0.533722624124153,0.199730902497608,98.8308814303738,0.750000762364427,DOK4
ENSG00000101443.16,28911,-0.414845015333578,0.379417701309786,-1.3398840504349,0.510194019767746,98.7679806104093,4.6693526404426,WFDC2
ENSG00000070444.13,684,0.0959865293786016,0.379610780586511,-0.118135042732732,0.310108101489935,98.2412123784706,0.256334421144184,MNT
